Bedroom,Bathroom,Den,Address,Lat,Long,Price
1,1,1,"1512 Dufferin Street, M6H3L4, Toronto, ON",43.6739944,-79.441685,"$1,650.00"
2,1,0,"170 Sudbury St, Toronto, ON M6J 0A9, Canada",43.6415686,-79.4246028,"$2,889.00"
2,2,0,"89 McGill St, Toronto, ON M5B 1H3, Canada",43.6606054,-79.3786354,"$2,800.00"
1,1,0,"# Dundas st w, Denison ave and Dundas st w M5T 2N3 ON, Canada",43.6520426,-79.4022416,"$1,300.00"
2,1,0,"211 Simcoe St S, Oshawa, ON L1H 4H2, Canada",43.8920474,-78.860868,"$1,250.00"
1,1,0,"M6J1T8, Canada",43.6522978,-79.4069977,"$1,300.00"
2,1,0,"2386  New Street, Burlington, ON, L7R 1J7",43.336221,-79.7869004,"$1,750.00"
1,1,1,"70 Queens Wharf Rd, Toronto, ON M5V 0J2, Canada",43.6400685,-79.3999604,"$2,400.00"
1,1,0,"89 McGill St, Toronto, ON M5B 1H3, Canada",43.6606054,-79.3786354,"$2,000.00"
1,1,0,"89 McGill Street, Toronto, ON, M5B 0B1",43.6606054,-79.3786354,"$1,950.00"
1,1,0,"424 Yonge Street, Toronto, ON, M5B 2H3",43.660269,-79.3828002,"$2,450.00"
2,2,0,"424 Yonge Street, Toronto, ON, M5B 2H3",43.660269,-79.3828002,"$3,450.00"
1,1,0,"386 Yonge St, Toronto, ON M5G 2K2, Canada",43.659329,-79.3826747,"$2,350.00"
2,2,0,", toronto M5B1E4 ON, Canada",43.6567332,-79.375154,"$2,900.00"
1,1,1,", Mississauga L5B 0G6 ON, Canada",43.5897603,-79.6484562,"$2,200.00"
1,1,0,"87 PETER ST, M5V0P1, TORONTO, ON",43.6469441,-79.3923973,"$1,850.00"
1,1,1,", Mississauga  L5H3B2 ON, Canada",43.5340709,-79.6245936,"$2,150.00"
1,1,0,"120 Bayview Ave., M5A 0G4, Toronto, ON",43.653978,-79.3541341,"$1,900.00"
1,1,0,"51 E Liberty St, Toronto M6K 3P8 ON",43.6387003,-79.4121833,"$2,200.00"
3,2,0,"M5B0A5, Canada",56.130366,-106.346771,"$4,000.00"
3,2,0,", M5V 2G4, Toronto, ON",43.6467641,-79.3922208,"$3,200.00"
1,1,0,"300 Front St W, M5E 0E9, Toronto, ON",43.6441737,-79.3894209,"$2,500.00"
1,1.5,0,"k , Toronto m8v 2t8 ON, Canada",43.6070571,-79.4949066,"$1,200.00"
1,1,0,", Toronto m5e0a8 ON",43.645271,-79.3763951,"$2,600.00"
1,1,1,"Iceboat Terr, Toronto, ON M5V 4A9, Canada",43.6406042,-79.3971881,"$1,750.00"
2,2,0,"101 Charles St E, Toronto, ON M4Y 0A9, Canada",43.6695928,-79.3805797,"$3,575.00"
2,1,0,"75 Queens Wharf Rd, Toronto, ON M5V 0J8, Canada",43.6383175,-79.3977947,"$3,200.00"
2,1,0,"87 Peter St, Toronto, ON M5V 0P1, Canada",43.6469441,-79.3923973,"$2,500.00"
1,1,0,"89 McGill St, Toronto, ON M5B 1H3, Canada",43.6606054,-79.3786354,"$1,850.00"
1,1,0,"87 Peter Street, Toronto, ON, M5V 0P1",43.6469441,-79.3923973,"$2,100.00"
1,1,0,"455 Maple Ave, Burlington, ON, L7S 1M1",43.3202733,-79.8031017,"$1,575.00"
1,1,0,"89 McGill Street, Toronto, ON, M5B 0B1",43.6606054,-79.3786354,"$1,950.00"
1,1,0,"44 St Joseph Street, Toronto, ON, M4Y 2W4",43.6660964,-79.3873217,"$2,400.00"
1,2,1,", North York M2j0a9 ON, Canada",43.7749828,-79.3450961,"$2,000.00"
2,2,0,"540 Sherbourne St, Toronto, ON M4X 1L2, Canada",43.6691457,-79.3759018,"$2,000.00"
1,1,0,"540 Sherbourne St, Toronto, ON M4X 1L2, Canada",43.6691457,-79.3759018,"$1,650.00"
1,1,0,"540 Sherbourne St, Toronto, ON M4X 1L2, Canada",43.6691457,-79.3759018,"$1,550.00"
2,1.5,0,"63 Drew St, Oshawa, ON L1H 5A2, Canada",43.8975848,-78.8553098,"$1,250.00"
1,2,1,", Mississauga L5B4M2 ON, Canada",43.5904968,-79.6329287,"$2,150.00"
1,1,1,"150 Fairview Mall Dr, North York, ON M2J 2Z2, Canada",43.7799939,-79.3446008,"$1,600.00"
3,1.5,0,"19 Sudbury St, Toronto, ON M6J 3W6, Canada",43.6411088,-79.419448,"$3,450.00"
1,1,1,"One King Street West, 1 King St W, Toronto, ON M5H 1A1, Canada",43.64894,-79.378086,"$2,950.00"
2,1,0,"63 Drew St, Oshawa, ON L1H 5A2, Canada",43.8975848,-78.8553098,"$1,350.00"
2,1,0,"333 Adelaide St E, Toronto, ON M5A 4V1, Canada",43.6519582,-79.3688547,"$2,550.00"
1,1,0,"600 Queens Quay W, Toronto, ON M5V 3M3, Canada",43.6367593,-79.3978503,"$1,900.00"
1,1,1,", Toronto m8v0b2 ON, Canada",43.6216017,-79.4828681,"$2,450.00"
1,1,1,"38 Grenville, TORONTO M4Y1A5 ON",43.6618956,-79.3857479,"$2,500.00"
1,1,0,", Toronto M5J 2H2 ON, Canada",43.6400577,-79.379201,"$2,800.00"
1,1,0,"111 Upper Duke, Makrham L6G0C6 ON",43.8516467,-79.326656,"$1,600.00"
1,1,1,"200 Sackville St, Toronto, ON M5A 3H1, Canada",43.658981,-79.362919,"$2,099.00"
1,1,1,"424 Adelaide St E, Toronto, ON M5A 1N4, Canada",43.6525764,-79.3670659,"$2,350.00"
1,1,1,"424 Adelaide St E, Toronto, ON M5A 1N4, Canada",43.6525764,-79.3670659,"$2,350.00"
1,1,0,"320 Lonsdale Road, Toronto, ON, M4V 1X4",43.6888971,-79.4119836,"$1,617.00"
2,1,0,"86 Park Rd S, Oshawa, ON L1J 4G9, Canada",43.8929835,-78.8727317,"$1,500.00"
1,1,0,"80 Kensington Ave, Toronto, ON M5T 1M1, Canada",43.6547577,-79.4008271,"$1,750.00"
1,1,0,"Peter St, Toronto, ON M5V 0P1, Canada",43.647632,-79.3929626,"$2,100.00"
1,1,0,"89 McGill Street, Toronto, ON, M5B 0B1",43.6606054,-79.3786354,"$1,950.00"
2,2,0,"39 Upper Duke Cres., L6G 0B8, Markham, ON",43.8499379,-79.3275055,"$2,150.00"
2,2,0,"M5J2Z2, Canada",43.6421671,-79.3819283,"$2,800.00"
2,1.5,0,"1375 Stephenson Dr Unit 24, Burlington, ON L7S 2M5, Canada",43.3316744,-79.8153544,"$2,000.00"
2,2,0,"70 Temperance St, Toronto, ON M5H 0B1, Canada",43.6505597,-79.3820722,"$2,800.00"
1,1,0,"70 Temperance St, Toronto, ON M5H 0B1, Canada",43.6505597,-79.3820722,"$1,900.00"
1,1,0,"70 Temperance St, Toronto, ON M5H 0B1, Canada",43.6505597,-79.3820722,"$1,900.00"
1,1,0,"15 Merchants Wharf, Toronto, ON, M5A 0N8",43.6450775,-79.3643417,"$2,450.00"
1,1,0,"105 George St, Toronto, ON M5A 0L4, Canada",43.6522103,-79.3707988,"$2,200.00"
2,1,0,"Dunlop St E, Whitby, ON L1N, Canada",43.8792747,-78.9346733,"$1,350.00"
1,1,1,"224 King St W, Toronto, ON, M5H 0A6",43.6473801,-79.3872741,"$2,400.00"
1,1,1,"11 Brunel Ct, Toronto, ON M5V 3Y3, Canada",43.6394055,-79.3932324,"$2,424.00"
1,1,0,"565 Sherbourne Street, Toronto, ON, M4X 1W5",43.6701586,-79.3756379,"$1,700.00"
1,1,0,"545 - 555  Sherbourne Street, Toronto, ON, M4X 1W5",43.6684679,-79.3748336,"$1,400.00"
1,1,0,"545 - 555  Sherbourne Street, Toronto, ON, M4X 1W5",43.6684679,-79.3748336,"$1,700.00"
1,1,0,"171 Main Street North, Brampton, ON, L6X 0H4",43.6887398,-79.7642676,"$1,500.00"
2,1,0,"171 Main Street North, Brampton, ON, L6X 0H4",43.6887398,-79.7642676,"$1,775.00"
1,1,0,"100 Harbour St, Toronto, ON M5J 1B7, Canada",43.6418064,-79.3789807,"$1,830.00"
1,1,0,"28 Wellesley Street East, M4Y 0C4, Toronto, ON",43.6655881,-79.383028,"$2,000.00"
2,1,0,"2548 Eglinton Ave W, M6M 1T1, Toronto, ON",43.6911466,-79.4714355,"$1,850.00"
2,1,0,"101 Sheridan Ave, Toronto, ON M6K 2G8, Canada",43.6488578,-79.4330072,"$1,300.00"
1,1,1,"33 Bay St, Toronto, ON M5J 2Z3, Canada",43.6426791,-79.3769938,"$2,275.00"
1,1,0,"96 St Patrick St, Toronto, ON M5T 1V2, Canada",43.6531643,-79.3900311,"$2,480.00"
2,2,0,"290 Adelaide St W, Toronto, ON M5V 1P6, Canada",43.64787,-79.391138,"$2,350.00"
2,2,0,"12 Yonge St, Toronto, ON M5E 1Z9, Canada",43.6431051,-79.375906,"$3,200.00"
2,1,0,"Port Hope, ON, Canada",43.9491784,-78.2934468,"$1,595.00"
1,2,1,"10 Capreol Ct, Toronto, ON M5V 4B3, Canada",43.6402232,-79.395951,"$2,500.00"
2,2,0,"235 Sherway Gardens Rd, Etobicoke, ON M9C 0A2, Canada",43.6092614,-79.558998,"$2,380.00"
1,1,0,"14 York St, Toronto, ON M5J 0B1, Canada",43.6419081,-79.3817798,"$2,000.00"
2,1,0,"295 Dufferin St., Toronto, ON, M6K 1Z6",43.6403508,-79.4275216,"$2,574.00"
2,1,0,"295 Dufferin St., Toronto, ON, M6K 1Z6",43.6403508,-79.4275216,"$2,591.00"
1,1,0,"51 Guestville Ave, York, ON M6N 4N1, Canada",43.682692,-79.4888656,"$1,295.00"
1,1,0,"89 Chestnut St, Toronto, ON M5G 1R1, Canada",43.6541547,-79.3852113,$550.00
2,2,0,"220 Victoria St, Toronto, ON M5B 2R6, Canada",43.6548421,-79.3792015,"$3,099.00"
2,2,0,"28 Wellesley St E, Toronto, ON M4Y, Canada",43.6655881,-79.383028,"$3,700.00"
2,1,0,", Toronto M5J 0B8 ON, Canada",43.6408157,-79.3817523,"$1,500.00"
2,2,0,"170 Bayview Ave, Toronto, ON M5A 0G4, Canada",43.6551919,-79.3539119,"$2,999.00"
1,1,0,"125 Western Battey st, M6k 3s2, Toronto, ON",43.6399343,-79.4164454,"$2,100.00"
3,1.5,0,"2304  Weston Road, Toronto, ON, M9N 1Z3",43.705123,-79.5300905,"$2,050.00"
1,1,0,"2304  Weston Road, Toronto, ON, M9N 1Z3",43.705123,-79.5300905,"$1,525.00"
2,1,0,"2304  Weston Road, Toronto, ON, M9N 1Z3",43.705123,-79.5300905,"$1,799.00"
2,1,0,"1275  Brant St, Burlington, ON, L7P 1X7",43.3451932,-79.8261288,"$1,875.00"
2,1,0,"700  Ross Street, Burlington, ON, L7S 1S2",43.3289855,-79.8086183,"$1,625.00"
1,1,1,"70 Queens Wharf Rd 33rd Floor, Toronto, ON M5V 0J2, Canada",43.6400685,-79.3999604,"$2,400.00"
1,1,0,"24 Wellesley St W, Toronto, ON M4Y 2X6, Canada",43.6648437,-79.3859297,"$2,500.00"
2,1,0,"375 King St W, Toronto, ON M5V 1K1, Canada",43.645641,-79.3929534,"$1,900.00"
1,1,0,"10 York Street, Toronto, ON, M5J 0E1",43.6410868,-79.3814048,"$2,200.00"
1,1,0,"295 Adelaide St W, Toronto, ON M5V 0L4, Canada",43.6476273,-79.3904081,"$2,650.00"
1,1,0,"50 Charles St E, Toronto, ON M4Y 1T1, Canada",43.6695496,-79.3837757,"$2,000.00"
2,2,0,"3985 Grand Park Drive, 3985 Grand Park Dr, Mississauga, ON L5B 0H8, Canada",43.5816391,-79.648193,"$2,300.00"
1,1,0,", M5G2E8, Toronto, ON",43.6550692,-79.3874705,"$1,200.00"
2,2,0,"m1s0l7, Canada",43.7800331,-79.2810545,"$2,184.00"
2,2,0,"2155 Burnhamthorpe Rd W, Mississauga, ON L5L 5P4, Canada",43.5464869,-79.6854157,"$2,350.00"
1,1,0,"3525 Kariya Dr, Mississauga, ON L5B 0C1, Canada",43.588602,-79.6317004,"$1,900.00"
1,1,0,"M4L1G3, Canada",43.6669887,-79.3146912,"$1,100.00"
1,1,0,"Water Walk Dr, Markham, ON L3R, Canada",43.85631,-79.3286298,"$1,800.00"
1,1,1,"52 Sumach St, Toronto, ON M5A 3J7, Canada",43.6559879,-79.3588769,"$3,200.00"
1,1,1,"12 York St, Toronto, ON M5J 2Z2, Canada",43.6418726,-79.3819064,"$2,400.00"
1,1,0,", DOWNTOWN M5V 4A9 ON, Canada",43.640402,-79.3971467,"$2,100.00"
1,1,0,"460 Adelaide St E, Toronto, ON, M4V 1K6",43.6527574,-79.3665108,"$2,480.00"
1,1,1,"1 The Esplanade, Toronto, ON, M5E 0A8",43.6458091,-79.3756819,"$3,000.00"
1,1,0,"560 King St W, Toronto, ON, M4V 1K6",43.6448637,-79.3990598,"$2,250.00"
1,1,0,"290 Adelaide Street West, Toronto, ON, M5V 1P6",43.64787,-79.391138,"$1,850.00"
2,1,0,"2386  New Street, Burlington, ON, L7R 1J7",43.336221,-79.7869004,"$1,750.00"
1,1,0,"101 Charles St, TORONTO, ON, M4Y 1V2",43.6695928,-79.3805797,"$535,000.00"
2,2,0,"1 The Esplanade, Toronto, ON, M5E 0A8",43.6458091,-79.3756819,"$3,400.00"
1,1,0,"1 SHAW ST, TORONTO, ON, M6K 0A1",43.6408455,-79.4143193,"$2,180.00"
1,1,0,"The Uptown Residences, 35 Balmuto St, Toronto, ON M4Y 0A3, Canada",43.6694507,-79.3874705,"$2,550.00"
1,1,1,", L3R9X3, markham, ON",43.8413607,-79.3201494,"$1,900.00"
1,1,0,", L6G0G3, markham, ON",43.8561002,-79.3370188,"$1,800.00"
1,1,1,"70 Queens Wharf Rd, Toronto, ON M5V 0E4, Canada",43.6385213,-79.3994638,"$2,300.00"
1,1,0,"365 Church St, Toronto, ON M5B 1Z9, Canada",43.660846,-79.3787556,"$2,250.00"
1,1,0,"88 Scott St, Toronto, ON M5E 1X6, Canada",43.6485726,-79.3762754,"$1,900.00"
1,1,0,"28 Church St W, Acton, ON L7J 1X4, Canada",43.6281687,-80.041462,"$1,175.00"
2,2,0,"8081 Birchmount Rd, Markham, ON L6G 1B3, Canada",43.8497521,-79.3246663,"$2,300.00"
1,1,0,"255 Richmond St E, Toronto, ON M5A 4T7, Canada",43.653075,-79.370179,"$2,000.00"
1,1,1,"1512 Dufferin Street, M6H3L4, Toronto, ON",43.6739944,-79.441685,"$1,650.00"
2,1,0,"170 Sudbury St, Toronto, ON M6J 0A9, Canada",43.6415686,-79.4246028,"$2,889.00"
2,2,0,"89 McGill St, Toronto, ON M5B 1H3, Canada",43.6606054,-79.3786354,"$2,800.00"
1,1,0,"# Dundas st w, Denison ave and Dundas st w M5T 2N3 ON, Canada",43.6520426,-79.4022416,"$1,300.00"
2,1,0,"211 Simcoe St S, Oshawa, ON L1H 4H2, Canada",43.8920474,-78.860868,"$1,250.00"
1,1,0,"M6J1T8, Canada",43.6522978,-79.4069977,"$1,300.00"
2,1,0,"2386  New Street, Burlington, ON, L7R 1J7",43.336221,-79.7869004,"$1,750.00"
1,1,1,"70 Queens Wharf Rd, Toronto, ON M5V 0J2, Canada",43.6400685,-79.3999604,"$2,400.00"
1,1,0,"89 McGill St, Toronto, ON M5B 1H3, Canada",43.6606054,-79.3786354,"$2,000.00"
1,1,0,"386 Yonge St, Toronto, ON M5G 2K2, Canada",43.659329,-79.3826747,"$2,350.00"
2,2,0,", toronto M5B1E4 ON, Canada",43.6567332,-79.375154,"$2,900.00"
2,2,0,"10 York Street, Toronto, ON, M5J 0E1",43.6410868,-79.3814048,"$2,900.00"
2,2,0,"8 Wellesley St E, Toronto, ON M4Y 3B2, Canada",43.6652335,-79.3842932,"$3,300.00"
1,1,1,", Mississauga L5B 0G6 ON, Canada",43.5897603,-79.6484562,"$2,200.00"
1,1,0,"87 PETER ST, M5V0P1, TORONTO, ON",43.6469441,-79.3923973,"$1,850.00"
1,1,1,", Mississauga  L5H3B2 ON, Canada",43.5340709,-79.6245936,"$2,150.00"
1,1,0,"120 Bayview Ave., M5A 0G4, Toronto, ON",43.653978,-79.3541341,"$1,900.00"
1,1,0,"51 E Liberty St, Toronto M6K 3P8 ON",43.6387003,-79.4121833,"$2,200.00"
3,2,0,"M5B0A5, Canada",56.130366,-106.346771,"$4,000.00"
3,2,0,", M5V 2G4, Toronto, ON",43.6467641,-79.3922208,"$3,200.00"
1,1,0,"300 Front St W, M5E 0E9, Toronto, ON",43.6441737,-79.3894209,"$2,500.00"
1,1.5,0,"k , Toronto m8v 2t8 ON, Canada",43.6070571,-79.4949066,"$1,200.00"
1,1,0,", Toronto m5e0a8 ON",43.645271,-79.3763951,"$2,600.00"
2,2,0,"101 Charles St E, Toronto, ON M4Y 0A9, Canada",43.6695928,-79.3805797,"$3,575.00"
2,1,0,"75 Queens Wharf Rd, Toronto, ON M5V 0J8, Canada",43.6383175,-79.3977947,"$3,200.00"
2,1,0,"87 Peter St, Toronto, ON M5V 0P1, Canada",43.6469441,-79.3923973,"$2,500.00"
1,1,0,"89 McGill St, Toronto, ON M5B 1H3, Canada",43.6606054,-79.3786354,"$1,850.00"
1,1,0,"87 Peter Street, Toronto, ON, M5V 0P1",43.6469441,-79.3923973,"$2,100.00"
1,1,0,"455 Maple Ave, Burlington, ON, L7S 1M1",43.3202733,-79.8031017,"$1,575.00"
1,1,0,"89 McGill Street, Toronto, ON, M5B 0B1",43.6606054,-79.3786354,"$1,950.00"
1,1,0,"44 St Joseph Street, Toronto, ON, M4Y 2W4",43.6660964,-79.3873217,"$2,400.00"
1,1,0,"80 St Patrick St, Toronto, ON M5T 2X6, Canada",43.6524873,-79.3896218,"$1,800.00"
2,1.5,0,"63 Drew St, Oshawa, ON L1H 5A2, Canada",43.8975848,-78.8553098,"$1,250.00"
1,1,1,", Markham L6G1B3 ON, Canada",43.8533775,-79.3254313,"$1,700.00"
1,2,1,", Mississauga L5B4M2 ON, Canada",43.5904968,-79.6329287,"$2,150.00"
3,1.5,0,"19 Sudbury St, Toronto, ON M6J 3W6, Canada",43.6411088,-79.419448,"$3,450.00"
1,1,1,"361 Front St W, Toronto, ON M5V 3R5, Canada",43.6430505,-79.3916429,"$2,150.00"
2,1,0,"63 Drew St, Oshawa, ON L1H 5A2, Canada",43.8975848,-78.8553098,"$1,350.00"
2,1,0,"333 Adelaide St E, Toronto, ON M5A 4V1, Canada",43.6519582,-79.3688547,"$2,550.00"
1,1,0,"600 Queens Quay W, Toronto, ON M5V 3M3, Canada",43.6367593,-79.3978503,"$1,900.00"
1,1,1,", Toronto m8v0b2 ON, Canada",43.6216017,-79.4828681,"$2,450.00"
1,1,1,"38 Grenville, TORONTO M4Y1A5 ON",43.6618956,-79.3857479,"$2,500.00"
1,1,0,", Toronto M5J 2H2 ON, Canada",43.6400577,-79.379201,"$2,800.00"
1,1,0,"111 Upper Duke, Makrham L6G0C6 ON",43.8516467,-79.326656,"$1,600.00"
1,1,1,"200 Sackville St, Toronto, ON M5A 3H1, Canada",43.658981,-79.362919,"$2,099.00"
1,1,1,"424 Adelaide St E, Toronto, ON M5A 1N4, Canada",43.6525764,-79.3670659,"$2,350.00"
1,1,0,"320 Lonsdale Road, Toronto, ON, M4V 1X4",43.6888971,-79.4119836,"$1,617.00"
1,1,0,"80 Kensington Ave, Toronto, ON M5T 1M1, Canada",43.6547577,-79.4008271,"$1,750.00"
2,2,0,", Toronto M5G 0A6 ON, Canada",43.6601107,-79.3858871,"$2,950.00"
2,2,0,"5 Sheppard Ave E, Toronto, ON, M2N 2Z8",43.7614611,-79.4098016,"$3,000.00"
1,1,0,"60 Colborne St, Toronto, ON, M5E 1E3",43.6493806,-79.3745319,"$2,200.00"
2,2,0,"3895 Grand Park Dr, Mississauga, ON L5B 4L6, Canada",43.5798725,-79.6462449,"$2,300.00"
1,1,0,"170 Bayview Ave, Toronto, ON, M5A 0M4",43.6551919,-79.3539119,"$2,200.00"
1,1,0,"460 Adelaide St E, Toronto, ON, M5A 1N4",43.6527574,-79.3665108,"$2,450.00"
1,1,0,"730 Dovercourt Road, Toronto, ON, M6H 2W9",43.6596793,-79.4292906,"$1,857.00"
1,1,0,"730 Dovercourt Road, Toronto, ON, M6H 2W9",43.6596793,-79.4292906,"$1,757.00"
1,1,0,"730 Dovercourt Road, Toronto, ON, M6H 2W9",43.6596793,-79.4292906,"$1,597.00"
1,1,0,"4190 Bathurst Street, Toronto, ON, M3H 3P9",43.7486405,-79.4371391,"$1,817.00"
1,1,0,"4866 Bathurst Street, Toronto, ON, M2R 1X4",43.7716173,-79.4432608,"$1,717.00"
2,1,0,"4866 Bathurst Street, Toronto, ON, M2R 1X4",43.7716173,-79.4432608,"$2,017.00"
2,1,0,"4190 Bathurst Street, Toronto, ON, M3H 3P9",43.7486405,-79.4371391,"$2,177.00"
1,1,0,"357 Rusholme Road, Toronto, ON, M6H 2Z4",43.6599474,-79.4308197,"$1,857.00"
1,1,0,"323 Rusholme Road, Toronto, ON, M6H 2Z2",43.6589956,-79.4296933,"$1,757.00"
1,1,0,"323 Rusholme Road, Toronto, ON, M6H 2Z2",43.6589956,-79.4296933,"$1,717.00"
1,1,0,"323 Rusholme Road, Toronto, ON, M6H 2Z2",43.6589956,-79.4296933,"$1,597.00"
1,1,0,"1650 Sheppard Avenue East, Toronto, ON, M2J 1V3",43.7750925,-79.3490639,"$1,927.00"
1,1.5,1,"6210 Main St, Whitchurch-Stouffville, ON L4A 2S5, Canada",43.971005,-79.2489009,"$1,800.00"
1,1,0,"Toronto, ON, Canada, m4k3p6",43.6718131,-79.3415391,"$2,000.00"
1,1,1,"M5V3Z7, Canada",43.6408637,-79.3957393,"$2,350.00"
2,1,0,"2548 Eglinton Ave W, M6M 1T1, Toronto, ON",43.6911466,-79.4714355,"$1,850.00"
1,1,0,"Bay st and college st, Toronto M5G 2C8 ON, Canada",43.6608355,-79.3858556,$750.00
1,1,0,"88 Scott St, M5E 0A9, Toronto, ON",43.6485726,-79.3762754,"$1,850.00"
2,1,0,"Homewood Ave, Toronto, ON M4Y 2X4, Canada",43.6644404,-79.3749819,"$2,100.00"
1,1,0,", Toronto M5Y2T4 ON, Canada",43.653226,-79.3831843,"$2,800.00"
2,2,0,"Ultra Ovation, 330 Burnhamthorpe Rd W, Mississauga, ON L5B 0E1, Canada",43.5862105,-79.6429298,"$2,450.00"
3,2,0,"85 Queens Wharf Rd, Toronto, ON M5V 0J9, Canada",43.6387842,-79.3988635,"$3,500.00"
1,1,1,"435 Richmond St W, Toronto, ON M5V 1X9, Canada",43.6476244,-79.3968608,"$2,700.00"
1,1,0,", DOWNTOWN M5V 4A9 ON, Canada",43.640402,-79.3971467,"$2,100.00"
1,1,0,"26 Western Battery Rd, Toronto, ON M6K 3P1, Canada",43.6398254,-79.4122306,"$2,250.00"
2,2,0,"12 Sudbury St, Toronto, ON M6J, Canada",43.6413402,-79.4181394,"$3,200.00"
1,1,1,"224 King St W, Toronto, ON M5H 0A6, Canada",43.6473801,-79.3872741,"$2,400.00"
1,1.5,1,", markham l3r1l5 ON, Canada",43.8571804,-79.3219101,"$1,850.00"
2,1,0,"44 Bond St W, Oshawa, ON L1G 6R2, Canada",43.8982151,-78.8657053,"$1,450.00"
1,1,0,"96 St Patrick Street, Toronto, ON, M5T 1V2",43.6531643,-79.3900311,"$2,099.00"
3,2,0,"20 Graydon Hall Drive, Toronto, ON, M3A 2Z9",43.7634866,-79.3459836,"$2,000.00"
1,1,0,"352 Front St W, Toronto, ON, M5V 1B5",43.6434855,-79.3923045,"$2,300.00"
1,1,0,"87 Peter St, Toronto, ON M5V 0P1, Canada",43.6469441,-79.3923973,"$2,090.00"
1,1,0,", Toronto M5H1A1 ON, Canada",43.6488411,-79.3779693,"$2,200.00"
1,1.5,1,"89 McGill St, Toronto, ON M5B 1H3, Canada",43.6606054,-79.3786354,"$2,300.00"
1,1,1,"85 Hamilton St, Toronto, ON M4M 2C7, Canada",43.6610628,-79.3515415,"$2,500.00"
2,2,0,"York Street, M5J 0E1, Toronto, ON",43.6456126,-79.3825854,"$3,200.00"
1,1,1,"l5m6j5, Canada",43.5634487,-79.7433173,"$2,499.00"
1,1,0,"85 Hamilton St, Toronto, ON M4M 2C7, Canada",43.6610628,-79.3515415,"$2,500.00"
2,2,0,"18 Yonge St, Toronto, ON M5E 1Z8, Canada",43.6444084,-79.3765617,"$3,000.00"
1,2,1,"455 Front St E, Toronto, ON M5A 0G2, Canada",43.6523308,-79.3560136,"$2,300.00"
1,1,0,"365 Church St Unit 2005, Toronto, ON M5B 0B5, Canada",43.660846,-79.3787556,"$1,850.00"
1,2,0,"70 Temperance St, Toronto, ON M5H 0B1, Canada",43.6505597,-79.3820722,"$2,800.00"
1,1,0,"Isabella St, Toronto, ON, Canada",43.6687827,-79.3799595,"$1,195.00"
1,1,0,"105 Allan St, Oakville, ON L6J 3N2, Canada",43.4495669,-79.6646388,"$1,350.00"
1,1,0,"74 John St W, Bradford, ON L3Z, Canada",44.1144545,-79.5676753,"$1,100.00"
1,1,0,"74 John St W, Bradford, ON L3Z, Canada",44.1144545,-79.5676753,"$1,100.00"
1,1,0,"74 John St W, Bradford, ON L3Z, Canada",44.1144545,-79.5676753,"$1,100.00"
1,1,0,"70 Temperance St, Toronto, ON M5H 0B1, Canada",43.6505597,-79.3820722,"$1,900.00"
2,1,0,"2087 Duberry Dr, Pickering, ON L1X 1Y7, Canada",43.8534989,-79.0801505,"$1,730.00"
1,1,0,"91,140,146 Jameson Avenue, Toronto, ON, M6K 2W8",43.6349738,-79.4351859,"$1,429.00"
1,1,1,"Lower Simcoe St, Toronto, ON M5J 3A6, Canada",43.6418891,-79.3837936,"$2,400.00"
1,1,1,", M5S 3K4, Toronto, ON",43.6629771,-79.386217,"$2,200.00"
1,1,1,"4070 Confederation Pkwy, Mississauga, ON L5B 0E9, Canada",43.5864127,-79.6471538,"$1,850.00"
1,1,0,"Toronto, ON M5H4E6, Canada",43.648742,-79.3868108,"$2,400.00"
1,1,0,"685 Danforth Ave, Toronto, ON M4J 1L2, Canada",43.6790089,-79.3438994,"$1,300.00"
1,1,0,"88 Harbour St, Toronto, ON M5J 0C3, Canada",43.6417851,-79.3790058,"$2,600.00"
1,1,0,"57 Charles Street West, Toronto, ON, M4Y 1R9",43.6676701,-79.389445,"$2,410.00"
2,1,0,"57 Charles Street West, Toronto, ON, M4Y 1R9",43.6676701,-79.389445,"$2,915.00"
2,1,0,"3620 Kaneff Crescent, Mississauga, ON, L5A 3X1",43.5924953,-79.6324462,"$1,700.00"
1,1,0,"57 Charles Street West, Toronto, ON, M4Y 1R9",43.6676701,-79.389445,"$2,035.00"
2,2,0,"10 Lisa Street, Brampton, ON, L6T 4N4",43.7106966,-79.7272366,"$1,780.00"
1,1,1,"20 Joe Shuster Way, Toronto, ON M6K 0A3, Canada",43.6402772,-79.4241261,"$2,200.00"
1,1.5,0,"Bradford, Bradford West Gwillimbury, ON, Canada, L3Z1A2",44.1210692,-79.5649097,$925.00
1,1,0,"87 Peter St, Toronto, ON M5V 2G4, Canada",43.6469441,-79.3923973,"$2,150.00"
1,1,0,"3985 Grand Park Drive, 3985 Grand Park Dr, Mississauga, ON L5B 0H8, Canada",43.5816391,-79.648193,"$1,950.00"
1,1,0,"430 Pearl St, Burlington, ON L7R 4J8, Canada",43.3267886,-79.7955236,"$2,200.00"
2,2,0,", Toronto M5B1L4 ON, Canada",43.661198,-79.3816644,"$2,800.00"
1,1,0,"25 c, t M5B 1L4 ON, Canada",43.661198,-79.3816644,"$2,000.00"
1,1,0,", Burlington L7S 1H7 ON, Canada",43.3267271,-79.8021823,"$1,375.00"
1,1,1,"7 Concorde Pl, M3C 3n4, Toronto, ON",43.7306927,-79.3273194,"$1,850.00"
